trip_id,area_code,trip_days,theme,has_child,has_elderly,has_disabled,companion_count,p0_age,p0_gender,p0_style,p0_home,p0_preferred,p1_age,p1_gender,p1_style,p1_home,p1_preferred
e_e003933,central,2,4,0,0,0,1,30,남,1;4;2;2;1;4;6;4,28,50130;42820;11110,,,,,
e_e003935,central,2,1,0,0,0,3,30,남,4;1;3;5;3;3;5;5,44,11680;26350;42210,,,,,
e_e003937,central,2,1,0,0,0,3,40,여,1;7;1;3;7;6;2;7,41,42720;47290;41460,,,,,
e_e003945,central,3,1,0,0,0,1,20,여,1;2;1;6;2;1;6;7,11,26350;42830;50130,,,,,
e_e003949,central,2,22,0,0,0,0,40,여,2;2;2;4;4;4;3;3,41,42150;46130;50130,,,,,
e_e003958,central,3,1,0,0,0,1,20,남,4;4;4;4;6;5;5;5,41,42170;27230;47250,,,,,
e_e003963,central,3,1,0,0,0,1,60,여,4;4;4;4;4;3;4;3,41,41110;41370;26350,,,,,
e_e003965,central,2,1,0,0,0,0,20,남,3;2;2;5;5;6;7;5,41,50110;42110;28710,,,,,
e_e003967,central,3,1,0,0,0,0,20,남,3;2;5;2;6;2;1;5,41,41820;50130;48310,,,,,
e_e003968,central,3,1,0,0,0,1,20,여,3;2;5;3;1;6;2;2,11,50110;41360;11560,,,,,
e_e003971,central,2,11,0,0,0,1,60,남,2;4;3;4;5;4;5;3,11,11140;26200;42170,,,,,
e_e003975,central,3,2,0,0,0,8,60,남,2;1;2;3;6;1;2;6,11,50110;41820;42150,,,,,
e_e003976,central,2,2,0,0,0,0,40,여,1;3;2;2;4;4;4;2,11,50130;42150;44825,,,,,
e_e003978,central,2,8,0,0,0,2,50,남,2;3;2;3;4;6;1;7,11,44800;41360;42830,,,,,
e_e003980,central,3,1,0,0,0,1,20,여,2;2;2;3;2;2;5;2,41,41830;43800;43760,,,,,
e_e003992,central,2,2,0,0,0,0,30,여,3;3;2;2;2;3;2;3,11,42150;44200;41360,,,,,
e_e003996,central,3,6,0,0,0,1,30,남,7;1;5;7;1;7;6;4,41,11740;42170;43130,,,,,
e_e003997,central,2,1,0,0,0,1,30,여,5;3;4;4;3;5;5;4,28,11440;50110;11170,,,,,
e_e003998,central,2,1,0,0,0,3,40,여,3;4;2;4;6;2;2;6,41,42150;41110;11650,,,,,
e_e003999,central,2,1,0,0,0,1,30,남,4;4;4;4;4;4;4;4,11,50130;42210;46130,,,,,
e_e004005,central,3,3,0,0,0,1,20,여,2;1;2;2;3;5;2;6,30,42150;50130;48220,,,,,
e_e004010,central,3,21,0,0,0,1,30,남,4;3;3;5;5;2;6;3,11,42210;41570;28710,,,,,
e_e004013,central,2,2,0,0,0,1,20,남,2;2;2;6;2;2;2;6,41,50110;42150;46130,,,,,
e_e004017,central,3,1,0,0,0,1,20,여,1;1;1;4;1;1;1;4,11,42150;41650;41480,,,,,
e_e004020,central,3,2,0,0,0,2,30,여,7;1;1;1;1;1;1;7,36,11710;41460;30200,,,,,
e_e004027,central,2,21,0,0,0,2,50,남,1;1;1;3;6;2;2;6,11,50110;42150;42770,,,,,
e_e004033,central,2,1,0,0,0,0,20,여,2;3;2;2;4;4;2;7,41,50110;45110;26350,,,,,
e_e004037,central,3,1,0,0,0,0,20,여,5;1;5;2;1;4;6;4,47,11440;26350;47110,,,,,
e_e004042,central,3,2,0,0,0,0,30,남,3;2;2;4;4;4;6;4,11,50110;26350;46150,,,,,
e_e004044,central,3,1,0,0,0,0,20,남,5;2;2;4;6;3;2;6,41,11230;26260;41110,,,,,
e_e004048,central,3,2,0,0,0,3,60,남,1;7;1;5;1;6;7;6,41,42150;26350;46130,,,,,
e_e004050,central,2,1,0,0,0,3,30,여,4;3;2;1;6;5;2;7,11,41830;42150;46730,,,,,
e_e004051,central,2,1,0,0,0,2,60,남,2;2;2;6;1;2;5;6,41,43760;41830;43150,,,,,
e_e004053,central,2,1,0,0,0,0,30,여,1;2;3;4;4;2;2;3,11,46130;50130;42210,,,,,
e_e004057,central,2,2,0,0,0,3,40,여,2;2;2;5;6;3;5;7,41,41270;41390;42150,,,,,
e_e004058,central,2,3,0,0,0,0,30,여,4;4;4;4;3;4;6;5,11,50110;26200;47130,,,,,
e_e004062,central,3,22,0,0,0,0,20,남,4;4;5;2;3;4;1;7,41,50130;50110;11170,,,,,
e_e004066,central,2,1,0,0,0,0,20,여,4;4;1;4;6;4;3;4,27,26170;11440;27110,,,,,
e_e004071,central,3,23,0,0,0,1,20,여,2;4;6;4;2;4;3;4,41,45110;41170;42150,,,,,
e_e004072,central,2,1,0,0,0,1,20,남,5;2;2;3;2;3;2;3,41,42150;47130;26350,,,,,
e_e004073,central,3,8,0,0,0,1,20,남,4;2;1;3;5;3;3;6,41,26350;30200;50130,,,,,
e_e004074,central,3,1,0,0,0,0,20,여,6;2;1;6;2;6;7;1,41,11710;30140;41310,,,,,
e_e004076,central,3,10,0,0,0,4,60,여,2;3;1;6;7;1;4;6,41,41550;42150;41460,,,,,
e_e004084,central,2,21,0,0,0,1,20,여,2;2;7;5;5;5;5;2,41,11305;42230;48880,,,,,
e_e004087,central,3,1,0,0,0,1,60,여,1;1;1;3;6;4;3;5,41,50130;42150;26500,,,,,
e_e004100,central,3,12,0,0,0,1,30,남,1;1;1;1;1;1;1;1,11,50130;42150;41820,,,,,
e_e004101,central,2,1,0,0,0,1,40,남,3;5;3;3;5;5;3;5,42,42820;42210;11110,,,,,
e_e004105,central,2,22,0,0,0,1,20,남,4;4;3;3;4;4;5;4,11,42210;26350;50110,,,,,
e_e004107,central,2,24,0,0,0,0,40,남,2;2;1;1;1;4;5;4,28,42830;41800;50130,,,,,
e_e004114,central,2,1,0,0,0,1,60,남,3;3;3;2;2;1;3;2,11,42820;44825;46130,,,,,
e_e004116,central,2,2,0,0,0,0,30,여,3;4;2;1;4;2;5;6,41,48170;46720;50110,,,,,
e_e004122,central,3,1,0,0,0,3,30,여,7;4;1;4;6;4;2;7,11,41220;41590;11110,,,,,
e_e004132,central,2,21,0,0,0,1,60,여,6;6;6;6;6;5;6;6,11,41430;42150;50130,,,,,
e_e004135,central,2,22,0,0,0,0,30,남,1;1;1;6;6;6;2;6,41,42150;50130;41590,,,,,
e_e004141,central,3,23,0,0,0,1,20,남,2;1;1;1;2;2;6;7,30,43730;11560;46110,,,,,
e_e004142,central,3,21,0,0,0,2,30,남,4;4;5;4;4;5;3;5,41,41480;28710;28260,,,,,
e_e004146,central,3,2,0,0,0,1,20,여,1;3;1;2;6;1;1;6,11,42150;41460;41110,,,,,
e_e004148,central,3,11,0,0,0,0,20,남,2;2;1;5;2;3;2;5,11,11110;41110;42210,,,,,
e_e004149,central,3,1,0,0,0,1,20,여,7;2;2;2;1;5;1;7,41,42150;46870;46130,,,,,
e_e004151,central,2,22,0,0,0,0,20,여,3;5;4;4;5;4;3;3,41,11350;41150;42210,,,,,
e_e004154,central,2,22,0,0,0,1,20,여,2;1;2;2;1;7;7;7,41,42150;26500;45110,,,,,
e_e004162,central,3,23,0,0,0,0,20,남,4;2;1;3;5;4;3;5,43,11140;26350;50130,,,,,
e_e004165,central,2,1,0,0,0,2,20,여,4;2;1;4;5;5;1;5,11,46130;47130;26350,,,,,
e_e004166,central,2,2,0,0,0,0,20,남,2;4;1;7;5;2;4;7,11,41170;41110;11410,,,,,
e_e004168,central,2,12,0,0,0,1,20,여,4;2;3;3;2;5;2;6,41,42150;11110;48120,,,,,
e_e004172,central,3,21,0,0,0,3,30,여,1;1;2;3;3;2;2;5,44,11110;42130;46820,,,,,
e_e004173,central,3,22,0,0,0,1,20,남,6;3;3;3;2;6;2;5,44,41830;42830;48310,,,,,
e_e004174,central,3,23,0,0,0,1,20,남,1;1;1;4;4;1;2;7,11,41820;50130;42150,,,,,
e_e004187,central,2,1,0,0,0,1,30,여,2;6;2;3;6;6;1;6,11,50130;50110;42110,,,,,
e_e004190,central,3,21,0,0,0,2,40,여,1;1;2;3;5;6;2;6,11,41820;42110;28710,,,,,
e_e004194,central,2,2,0,0,0,0,20,남,2;3;2;6;7;3;6;1,41,41130;42130;11680,,,,,
e_e004195,central,2,5,0,0,0,2,50,여,1;1;4;2;2;2;1;7,11,28710;41670;44200,,,,,
e_e004205,central,2,1,0,0,0,0,20,여,4;4;2;3;3;4;2;5,11,50130;48310;47130,,,,,
e_e004207,central,3,8,0,0,0,2,40,여,1;2;3;1;1;4;2;5,41,50130;42150;28710,,,,,
e_e004214,central,2,21,0,0,0,3,50,남,2;4;2;4;4;2;2;4,41,42150;42210;50130,,,,,
e_e004219,central,3,1,0,0,0,0,30,여,3;1;3;1;1;4;6;1,45,50130;46130;42830,,,,,
e_e004222,central,2,1,0,0,0,1,30,여,3;6;1;2;6;1;7;6,41,26710;42210;50130,,,,,
e_e004225,central,2,1,0,0,0,6,40,남,5;4;4;6;3;6;4;5,11,41460;11215;46150,,,,,
e_e004228,central,2,2,0,0,0,1,30,남,4;4;2;1;4;5;2;7,11,41450;41310;41820,,,,,
e_e004230,central,2,22,0,0,0,4,30,여,6;2;2;2;2;2;5;6,11,11440;44130;27260,,,,,
e_e004234,central,3,22,0,0,0,1,40,남,4;2;2;6;7;5;2;6,41,42150;26710;45110,,,,,
e_e004237,central,2,21,0,0,0,2,40,남,2;2;6;5;2;6;5;6,41,41430;42210;50110,,,,,
e_e004238,central,3,1,0,0,0,2,30,여,5;1;3;3;1;5;5;5,41,41360;42210;41480,,,,,
e_e004240,central,3,1,0,0,0,1,20,여,4;1;4;1;1;4;1;7,11,50110;50130;26350,,,,,
e_e004241,central,3,1,0,0,0,0,50,여,1;4;3;2;1;2;4;2,41,42110;11590;41270,,,,,
e_e004243,central,3,1,0,0,0,2,30,남,3;2;1;2;2;4;6;6,29,50110;11680;26500,,,,,
e_e004245,central,2,24,0,0,0,1,30,남,3;5;4;2;2;2;1;5,28,11260;11170;11545,,,,,
e_e004247,central,3,1,0,0,0,1,20,여,3;5;2;1;2;5;6;7,41,26500;50130;50110,,,,,
e_e004251,central,3,21,0,0,0,7,20,여,1;1;1;6;2;4;3;7,41,41830;30110;28185,,,,,
e_e004254,central,3,1,0,0,0,1,20,남,4;5;3;3;5;5;4;5,41,42150;11680;26170,,,,,
e_e004256,central,3,3,0,0,0,3,60,여,2;2;2;3;2;2;2;2,47,42150;31200;50130,,,,,
e_e004268,central,3,1,0,0,0,1,30,남,2;2;4;3;2;4;5;5,41,42150;41460;48220,,,,,
e_e004281,central,3,9,0,0,0,1,20,여,3;2;3;3;2;5;6;5,41,26350;42150;41110,,,,,
e_e004288,central,3,22,0,0,0,0,50,여,2;1;2;4;5;3;4;2,41,46110;11110;42760,,,,,
e_e004291,central,3,1,0,0,0,1,20,남,3;1;1;2;1;6;4;7,11,50130;41590;42150,,,,,
e_e004294,central,2,5,0,0,0,4,30,남,4;5;3;4;5;5;5;7,11,42110;41110;48120,,,,,
e_e004295,central,2,1,0,0,0,0,20,여,6;2;4;1;3;4;6;2,41,11440;47930;46880,,,,,
e_e004300,central,3,22,0,0,0,1,20,남,2;4;2;5;3;2;6;2,41,11740;42130;26350,,,,,
e_e004304,central,2,1,0,0,0,1,20,남,5;5;5;4;3;3;5;5,41,44825;30170;11740,,,,,
e_e004309,central,3,27,0,0,0,2,60,여,2;2;2;3;1;1;2;2,41,42210;42830;42230,,,,,
